,reviews
4178,Great Condition. Came in quickly.
4179,Perfect fit.  It was a hit on the beach on my Special Day!
4180,Fit fine!! Perfect for birthday vacation
4181,"It's a nice bathing suit, the only thing for me was that it didnt fit. I looked they many reviews and the size i ordered fit tight. The top part of the bathing suit was to tight for my breasts. Overall too tight and it sucks that there is no returns or exchanges. Other than that the bathing suit is made out of good material and the printing looks beautiful."
4182,So cute my best friend love this gift for her 40th birthday.
4183,I got a small instead of an extra large
4184,The straps tend to fall off the shoulder a little and it’s not because of sizing because it fits every where else I think it’s just the style of the bathing suit. But for a one time wear it’ll be fine
4185,Very cute ruffle top! I can't wait to wear it on my trip! :) I'm a 34-36 dd and the top fit wonderfully with plenty of support!
4186,"Absolutely in love with it! Took a about a month to receive but very reasonable since their handmade. Looks amazing, great material nice and thick so no worries of being see-through. Highly recommend and will definitely be back for more :)
Thanks Lucy!"
4187,Lucy Bea's work is amazing. I got so many compliments. My top was a huge hit. Thanks Lucy Bea!!! :)
4188,I love this top! I can use it for work OR the poolside. I love it so much that I want another in Yellow! LucyBea was so helpful and her clothes are amazing...I'm so happy I bought this top! <3
4189,"It took a while to get the package but that is okay! I do wish it was a little brighter true ""turquoise"" but I still love it! I like the material and cant wait to show it off at the beach!"
4190,ABSOLUTELY LOVE!!! I normally have trouble finding swimsuit tops because of my cup size but this fits (and covers everything) perfectly!!!! It is so flattering and adorable!
4191,Fast....heck yeah!
4192,"I just received my bikini top today. I ordered 6 and a half weeks ago and it was shipped out 1 week ago. I didn't like waiting that long but lucy was good about replying to her emails.The stitching looks clean and the color is true to the color guide. Overall, I am happy with my purchase."
4193,"Gorgeous and super high quality, totally worth the wait!  I will definitely be a return buyer, just make sure you buy in advance because there is a bit of a wait before everything is ready to ship!"
4194,"Took about a month to receive, but when i did it was perfect. Measurements and everything was just how it was described and looked in photos! tons of compliments! would definitely buy again!!!"
4195,"looks great! a little smaller than I thought itd be in length, but I guess that means ill have to work harder at the gym! super awesome customer service! thanks so much!!!"
4196,I LOVE LOVE LOVE this top! i cant get over it! The item took a little longer to ship but communication with the seller was great. i would recommend to anyone and will be back!
4197,I never knew love like this before. This is absolutely PREFECT! I'm a 32J with dangling girls and this top covers me and lifts me while making me look and feel sexy. I have never been happy with other tops. I will definitely be ordering another at some point
4198,"Love the bikini.
nIt was easy to get a hold of Lucy Bea if I need to."
4199,"Amazing top, amazing seller!!!! Will use again and again"
4200,"I had trouble getting in contact with Lucy until I changed the subject name to my order conformation number. She then emailed me back immediately as she said most emails get dumped into her spam folder. Once I got in contact with her I told her I needed it by a certain date & she assured me I'd have it in plenty of time. She was right! I got the shipment notification on the 19th of August & I received it August 21st!!! I am IN LOVE with it. Great quality material. Looked super tiny but fit like a glove! Very, very impressed & will be back to order again!!! <3"
4201,Beautiful swimsuit top. This is my second one I've ordered. Love them
4202,Love it!! Thank you so much!!
4203,great style. very flattering. large bra size - perfect fit!!
4204,Totally love these suits! The quality & fit are Excellent!! A+
4205,"Absolutely love it! Fits perfectly. It did take a long time to arrive however. I would definitely order again, but not if I had a deadline."
4206,Exactly what I wanted! Thanks!!!
4207,Love the swimsuit made very well.
4208,LOVE this top! Can't wait to rock it this summer! :)
4209,The bathing suit top was super cute and fit really well. It's very flattering. I would buy from this vendor again.  I wish It would have shipped sooner. My only suggestion would be to maybe have the option to add an under-wire for tops bigger than a C cup for more support.
4210,"It took a long time to get to me, but it's cute!"
4211,My daughter LOVED it!!!! It looked so good on her..
4212,"Love the top, took longer to receive than expected."
4213,Very pleased once again! Great quality suit! Thank you!
4214,"Lucy and I had a rough start, but she has done everything she can to get my concerns resolved. I'm expecting my suit in the next few weeks and can't wait to see it!"
4215,LOVE! second ruffle top I've ordered.
4216,I do really enjoy this new bathing suit however I wish the ruffle material on my suit wasn't so long I got a double d however I should have probably ordered a D! Taking it on my honeymoon! :)
4217,"Seriously, best swimsuits ever.  Going to buy many many more."
4218,"Beautiful item.  Took longer than expected to arrive, but it was beautiful."
4219,"adorable! fits great, works with any bottoms."
4220,"Good top, if you don't mind getting it late."
4221,Great product and pretty design.
4222,It was delayed a little but that's was fine. Doesn't feel like much support but it looks cute. I like it
4223,"I ordered it February 28, 2012. It stated to allow 4-7 business days to be shipped out. She marked it on March 11, 2012 that it was shipped out, but when I contacted her March 20th, it really wasn't shipped out until the 19th when she gave me the tracking information. I finally received it on March 23, way more than 4-7 business days later. The top was cute, but because of this long shipping, I may be hesitant to order from this company again."
4224,Top was great... a few spots of thread were already coming undone but thankfully that is a simple fix that I can take care of. The purchase was over one week late and I actually had to contact the seller to find out she was behind in her shipments due to an increase in sales. This is something she should have contacted the buyers about not the other way around. I then sent another email asking if it was going to be delayed further and she then sent me the shipment info. Again not something I should have had to ask. The communication was horrible.
4225,Item matched description but arrived rather late.
